N_Processo;Tipo_Movimentação;Data;Objeto;Tempo;Censura
1,0057E+19;Conclusão-Distribuição;20/06/2017;Indenização por Dano Moral;7;0
1,0057E+19;Conclusão-Expedição de documento;10/07/2017;Indenização por Dano Moral;78;0
1,0057E+19;Conclusão-Juntada;15/02/2019;Indenização por Dano Moral;140;0
1,0057E+19;Juntada;05/07/2019;Indenização por Dano Moral;150;1
1,0036E+19;Conclusão-Distribuição;31/05/2017;Indenização por Dano Moral;2;0
1,0036E+19;Conclusão-Petição;14/06/2018;Indenização por Dano Moral;67;0
1,0036E+19;Conclusão-Ato ordinatorio;15/02/2019;Indenização por Dano Moral;46;0
1,00576E+19;Conclusão-Expedição de documento;21/06/2017;Concessão / Permissão / Autorização;1;0
1,00576E+19;Conclusão-Mero expediente;23/06/2017;Concessão / Permissão / Autorização;3;0
1,00576E+19;Conclusão-Expedição de documento;07/02/2018;Concessão / Permissão / Autorização;63;0
1,00576E+19;Conclusão-Ato ordinatorio;11/04/2018;Concessão / Permissão / Autorização;48;0
1,00576E+19;Conclusão-Mandado;26/06/2018;Concessão / Permissão / Autorização;294;0
1,00576E+19;Conclusão-Petição;27/05/2019;Concessão / Permissão / Autorização;109;0
1,00576E+19;Petição;01/11/2019;Concessão / Permissão / Autorização;31;1
1,00281E+19;Conclusão-Distribuição;13/04/2016;Contratos Bancários;19;0
1,00281E+19;Conclusão-Mandado;18/05/2016;Contratos Bancários;2;0
1,00281E+19;Conclusão-Mandado;30/06/2017;Contratos Bancários;88;0
1,00281E+19;Conclusão-Petição;30/10/2017;Contratos Bancários;1;0
1,00281E+19;Conclusão-Petição;20/08/2018;Contratos Bancários;1;0
1,00281E+19;Documento;28/08/2019;Contratos Bancários;96;1
1,00319E+19;Conclusão-Distribuição;24/05/2017;Outros;7;0
1,00319E+19;Conclusão-Petição;14/06/2017;Outros;2;0
1,00319E+19;Conclusão-Petição;17/07/2017;Outros;2;0
1,00319E+19;Conclusão-Juntada;15/02/2019;Outros;140;0
1,00319E+19;Juntada;05/07/2019;Outros;150;1
1,0075E+19;Conclusão-Remessa;24/08/2017;Causas Supervenientes à Sentença;33;0
1,0075E+19;Conclusão-Redistribuição;27/09/2017;Causas Supervenientes à Sentença;19;0
1,0075E+19;Conclusão-Petição;11/05/2018;Causas Supervenientes à Sentença;187;0
1,0075E+19;Conclusão-Petição;29/10/2019;Causas Supervenientes à Sentença;34;1
1,00992E+19;Conclusão-Remessa;28/08/2017;Causas Supervenientes à Sentença;29;0
1,00992E+19;Conclusão-Redistribuição;27/09/2017;Causas Supervenientes à Sentença;19;0
1,00992E+19;Conclusão-Expedição de documento;23/02/2018;Causas Supervenientes à Sentença;47;0
1,00992E+19;Petição;01/07/2019;Causas Supervenientes à Sentença;154;1
1,01012E+19;Conclusão-Remessa;24/08/2017;Causas Supervenientes à Sentença;33;0
1,01012E+19;Conclusão-Remessa;27/09/2017;Causas Supervenientes à Sentença;2;0
1,01012E+19;Conclusão-Petição;28/05/2018;Causas Supervenientes à Sentença;179;0
1,01012E+19;Conclusão-Petição;29/10/2019;Causas Supervenientes à Sentença;34;1
1,01068E+19;Conclusão-Remessa;25/08/2017;Causas Supervenientes à Sentença;32;0
1,01068E+19;Conclusão-Redistribuição;27/09/2017;Causas Supervenientes à Sentença;2;0
1,01068E+19;Conclusão-Petição;28/05/2018;Causas Supervenientes à Sentença;179;0
1,01068E+19;Conclusão-Petição;29/10/2019;Causas Supervenientes à Sentença;34;1
1,00696E+19;Conclusão-Recebimento;17/07/2017;Contratos Bancários;23;0
1,00696E+19;Conclusão-Expedição de documento;27/05/2019;Contratos Bancários;35;0
1,00696E+19;Decurso de Prazo;24/08/2019;Contratos Bancários;100;1
1,01331E+19;Conclusão-Remessa;02/10/2017;Gratificação de Incentivo;1;0
1,01331E+19;Conclusão-Incompetência;04/10/2017;Gratificação de Incentivo;14;0
1,01331E+19;Conclusão-Petição;17/04/2018;Gratificação de Incentivo;30;0
1,01331E+19;Petição;10/06/2019;Gratificação de Incentivo;175;1
1,01012E+19;Conclusão-Mero expediente;28/08/2017;Causas Supervenientes à Sentença;29;0
1,01012E+19;Conclusão-Redistribuição;27/09/2017;Causas Supervenientes à Sentença;155;0
1,01012E+19;Conclusão-Petição;11/05/2018;Causas Supervenientes à Sentença;187;0
1,01012E+19;Conclusão-Petição;29/10/2019;Causas Supervenientes à Sentença;34;1
1,0076E+19;Conclusão-Remessa;24/08/2017;Causas Supervenientes à Sentença;33;0
1,0076E+19;Conclusão-Remessa;27/09/2017;Causas Supervenientes à Sentença;21;0
1,0076E+19;Conclusão-Expedição de documento;14/05/2018;Causas Supervenientes à Sentença;199;0
1,0076E+19;Conclusão-Expedição de documento;29/10/2019;Causas Supervenientes à Sentença;34;1
1,00882E+19;Conclusão-Remessa;25/08/2017;Causas Supervenientes à Sentença;32;0
1,00882E+19;Conclusão-Redistribuição;27/09/2017;Causas Supervenientes à Sentença;19;0
1,00882E+19;Conclusão-Petição;11/05/2018;Causas Supervenientes à Sentença;187;0
1,00882E+19;Conclusão-Petição;29/10/2019;Causas Supervenientes à Sentença;34;1
1,00952E+19;Conclusão-Remessa;25/08/2017;Causas Supervenientes à Sentença;32;0
1,00952E+19;Conclusão-Remessa;27/09/2017;Causas Supervenientes à Sentença;19;0
1,00952E+19;Conclusão-Expedição de documento;23/02/2018;Causas Supervenientes à Sentença;47;0
1,00952E+19;Petição;01/07/2019;Causas Supervenientes à Sentença;154;1
1,01037E+19;Conclusão-Mero expediente;28/08/2017;Causas Supervenientes à Sentença;29;0
1,01037E+19;Conclusão-Redistribuição;27/09/2017;Causas Supervenientes à Sentença;19;0
1,01037E+19;Petição;07/08/2019;Causas Supervenientes à Sentença;117;1
1,01306E+19;Conclusão-Remessa;27/09/2017;Outros;7;0
1,01306E+19;Conclusão-Expedição de documento;27/05/2019;Outros;87;0
1,01306E+19;Decurso de Prazo;19/10/2019;Outros;44;1
1,01316E+19;Conclusão-Documento;02/10/2017;Causas Supervenientes à Sentença;1;0
1,01316E+19;Conclusão-Mero expediente;04/10/2017;Causas Supervenientes à Sentença;14;0
1,01316E+19;Conclusão-Petição;27/04/2018;Causas Supervenientes à Sentença;193;0
1,01316E+19;Conclusão-Petição;29/10/2019;Causas Supervenientes à Sentença;34;1
1,01036E+19;Conclusão-Mero expediente;24/08/2017;Causas Supervenientes à Sentença;33;0
1,01036E+19;Conclusão-Redistribuição;27/09/2017;Causas Supervenientes à Sentença;2;0
1,01036E+19;Conclusão-Petição;01/03/2018;Causas Supervenientes à Sentença;40;0
1,01036E+19;Petição;07/08/2019;Causas Supervenientes à Sentença;117;1
1,01058E+19;Conclusão-Mero expediente;28/08/2017;Causas Supervenientes à Sentença;29;0
1,01058E+19;Conclusão-Remessa;27/09/2017;Causas Supervenientes à Sentença;19;0
1,01058E+19;Conclusão-Petição;11/06/2018;Causas Supervenientes à Sentença;156;0
1,01058E+19;Conclusão-Petição;02/09/2019;Causas Supervenientes à Sentença;9;0
1,01058E+19;Petição;14/10/2019;Causas Supervenientes à Sentença;49;1
1,01048E+19;Conclusão-Mero expediente;28/08/2017;Causas Supervenientes à Sentença;29;0
1,01048E+19;Conclusão-Redistribuição;27/09/2017;Causas Supervenientes à Sentença;19;0
1,01048E+19;Conclusão-Expedição de documento;23/02/2018;Causas Supervenientes à Sentença;47;0
1,01048E+19;Decurso de Prazo;08/08/2019;Causas Supervenientes à Sentença;116;1
1,00991E+19;Conclusão-Remessa;17/08/2017;Outros;4;0
1,00991E+19;Conclusão-Petição;27/04/2018;Outros;54;0
1,00991E+19;Decurso de Prazo;23/08/2019;Outros;101;1
1,0096E+19;Conclusão-Remessa;25/08/2017;Causas Supervenientes à Sentença;32;0
1,0096E+19;Conclusão-Redistribuição;27/09/2017;Causas Supervenientes à Sentença;21;0
1,0096E+19;Conclusão-Petição;01/03/2018;Causas Supervenientes à Sentença;41;0
1,0096E+19;Decurso de Prazo;08/08/2019;Causas Supervenientes à Sentença;116;1
1,01319E+19;Conclusão-Mero expediente;03/10/2017;Causas Supervenientes à Sentença;1;0
1,01319E+19;Conclusão-Remessa;04/10/2017;Causas Supervenientes à Sentença;14;0
1,01319E+19;Conclusão-Petição;27/04/2018;Causas Supervenientes à Sentença;210;0
1,01319E+19;Conclusão-Petição;29/10/2019;Causas Supervenientes à Sentença;34;1
1,01056E+19;Conclusão-Mudança de Classe Processual;25/08/2017;Aposentadoria por Tempo de Contribuição (Art. 55/6);3;0
1,01056E+19;Conclusão-Petição;08/02/2018;Aposentadoria por Tempo de Contribuição (Art. 55/6);56;0
1,01056E+19;Conclusão-Petição;08/10/2018;Aposentadoria por Tempo de Contribuição (Art. 55/6);116;0
1,01056E+19;Conclusão-Petição;16/09/2019;Aposentadoria por Tempo de Contribuição (Art. 55/6);3;0
1,01056E+19;Petição;21/10/2019;Aposentadoria por Tempo de Contribuição (Art. 55/6);42;1
1,01322E+19;Conclusão-Documento;03/10/2017;Inquérito / Processo / Recurso Administrativo;7;0
1,01322E+19;Conclusão-Decurso de Prazo;26/02/2018;Inquérito / Processo / Recurso Administrativo;127;0
1,01322E+19;Petição;28/06/2019;Inquérito / Processo / Recurso Administrativo;157;1
1,01336E+19;Conclusão-Mero expediente;03/10/2017;Causas Supervenientes à Sentença;1;0
1,01336E+19;Conclusão-Mudança de Classe Processual;04/10/2017;Causas Supervenientes à Sentença;12;0
1,01336E+19;Conclusão-Expedição de documento;14/05/2018;Causas Supervenientes à Sentença;199;0
1,01336E+19;Conclusão-Remessa;21/02/2019;Causas Supervenientes à Sentença;1;0
1,01336E+19;Conclusão-Juntada;26/08/2019;Causas Supervenientes à Sentença;3;0
1,01336E+19;Petição;23/09/2019;Causas Supervenientes à Sentença;70;1
1,01326E+19;Conclusão-Mero expediente;05/10/2017;Outros;1;0
1,01326E+19;Conclusão-Petição;20/10/2017;Outros;4;0
1,01326E+19;Conclusão-Petição;29/11/2017;Outros;1;0
1,01326E+19;Conclusão-Petição;11/06/2018;Outros;363;0
1,01326E+19;Decurso de Prazo;31/07/2019;Outros;124;1
1,01318E+19;Conclusão-Mudança de Classe Processual;29/09/2017;Causas Supervenientes à Sentença;1;0
1,01318E+19;Conclusão-Remessa;03/10/2017;Causas Supervenientes à Sentença;1;0
1,01318E+19;Conclusão-Petição;27/04/2018;Causas Supervenientes à Sentença;210;0
1,01318E+19;Conclusão-Remessa;21/02/2019;Causas Supervenientes à Sentença;1;0
1,01318E+19;Conclusão-Juntada;26/08/2019;Causas Supervenientes à Sentença;3;0
1,01318E+19;Decurso de Prazo;22/10/2019;Causas Supervenientes à Sentença;41;1
1,00878E+19;Conclusão-Recebimento;04/08/2017;Indenização por Dano Moral;10;0
1,00878E+19;Conclusão-Petição;14/06/2018;Indenização por Dano Moral;111;0
1,00878E+19;Conclusão-Juntada;08/04/2019;Indenização por Dano Moral;61;0
1,01324E+19;Conclusão-Remessa;03/10/2017;Indenização por Dano Moral;1;0
1,01324E+19;Conclusão-Remessa;27/05/2019;Indenização por Dano Moral;189;1
1,0072E+19;Conclusão-Remessa;07/08/2017;Gratificações de Atividade;2;0
1,0072E+19;Conclusão-Redistribuição;10/08/2017;Gratificações de Atividade;4;0
1,0072E+19;Conclusão-Petição;23/02/2018;Gratificações de Atividade;46;0
1,0072E+19;Decurso de Prazo;05/08/2019;Gratificações de Atividade;119;1
1,01307E+19;Conclusão-Remessa;28/09/2017;Gratificação de Incentivo;5;0
1,01307E+19;Conclusão-Remessa;04/10/2017;Gratificação de Incentivo;15;0
1,01307E+19;Conclusão-Petição;17/04/2018;Gratificação de Incentivo;30;0
1,01307E+19;Conclusão-Decurso de Prazo;15/08/2018;Gratificação de Incentivo;100;0
1,01307E+19;Petição;10/06/2019;Gratificação de Incentivo;175;1
1,01312E+19;Conclusão-Remessa;29/09/2017;Indenização por Dano Moral;17;0
1,01312E+19;Conclusão-Petição;14/06/2018;Indenização por Dano Moral;68;0
1,01312E+19;Conclusão-Decurso de Prazo;08/04/2019;Indenização por Dano Moral;137;0
1,01312E+19;Decurso de Prazo;19/10/2019;Indenização por Dano Moral;44;1
1,01311E+19;Conclusão-Remessa;20/10/2017;Gratificação de Incentivo;10;0
1,01311E+19;Conclusão-Redistribuição;08/11/2017;Gratificação de Incentivo;2;0
1,01311E+19;Conclusão-Petição;17/04/2018;Gratificação de Incentivo;30;0
1,01311E+19;Petição;11/07/2019;Gratificação de Incentivo;144;1
1,00564E+19;Conclusão-Distribuição;20/06/2017;Outros;48;0
1,00564E+19;Conclusão-Juntada;08/10/2018;Outros;67;0
1,00564E+19;Conclusão-Decurso de Prazo;12/06/2019;Outros;2;0
1,00564E+19;Conclusão-Não-Acolhimento de Embargos de Declaração;14/06/2019;Outros;82;0
1,00564E+19;Decurso de Prazo;28/09/2019;Outros;65;1
1,01312E+19;Conclusão-Remessa;04/10/2017;Gratificação de Incentivo;20;0
1,01312E+19;Conclusão-Remessa;24/10/2017;Gratificação de Incentivo;1;0
1,01312E+19;Conclusão-Petição;13/06/2018;Gratificação de Incentivo;163;0
1,01312E+19;Petição;01/07/2019;Gratificação de Incentivo;154;1
1,01338E+19;Conclusão-Documento;04/10/2017;Outros;1;0
1,01338E+19;Conclusão-Documento;21/11/2017;Outros;2;0
1,01338E+19;Redistribuição;19/02/2018;Outros;651;1
1,0131E+19;Conclusão-Recebimento;27/09/2017;Gratificação de Incentivo;1;0
1,0131E+19;Conclusão-Mudança de Classe Processual;28/09/2017;Gratificação de Incentivo;1;0
1,0131E+19;Conclusão-Petição;13/06/2018;Gratificação de Incentivo;163;0
1,0131E+19;Petição;01/07/2019;Gratificação de Incentivo;154;1
1,01332E+19;Conclusão-Remessa;05/10/2017;Gratificação de Incentivo;14;0
1,01332E+19;Conclusão-Petição;03/05/2018;Gratificação de Incentivo;209;0
1,01332E+19;Petição;10/06/2019;Gratificação de Incentivo;175;1
1,01147E+19;Conclusão-Remessa;05/09/2017;Contratos Bancários;22;0
1,01147E+19;Conclusão-Petição;31/10/2017;Contratos Bancários;10;0
1,01147E+19;Conclusão-Petição;27/05/2019;Contratos Bancários;189;1
1,0058E+19;Conclusão-Distribuição;21/06/2017;Outros;6;0
1,0058E+19;Conclusão-Petição;05/07/2017;Outros;84;0
1,0058E+19;Conclusão-Decurso de Prazo;05/04/2018;Outros;41;0
1,0058E+19;Decurso de Prazo;07/07/2019;Outros;148;1
1,01313E+19;Conclusão-Remessa;29/09/2017;Outros;17;0
1,01313E+19;Conclusão-Petição;25/10/2017;Outros;14;0
1,01313E+19;Conclusão-Petição;26/10/2018;Outros;293;0
1,01313E+19;Decurso de Prazo;08/10/2019;Outros;55;1
1,01337E+19;Conclusão-Remessa;05/10/2017;Causas Supervenientes à Sentença;14;0
1,01337E+19;Conclusão-Petição;27/04/2018;Causas Supervenientes à Sentença;119;0
1,01337E+19;Conclusão-Juntada;03/10/2018;Causas Supervenientes à Sentença;42;0
1,01337E+19;Conclusão-Juntada;29/10/2019;Causas Supervenientes à Sentença;34;1
1,01313E+19;Conclusão-Remessa;29/09/2017;IRPF/Imposto de Renda de Pessoa Física;5;0
1,01313E+19;Conclusão-Petição;24/11/2017;IRPF/Imposto de Renda de Pessoa Física;7;0
1,01313E+19;Conclusão-Petição;15/08/2018;IRPF/Imposto de Renda de Pessoa Física;160;0
1,01313E+19;Conclusão-Petição;11/07/2019;IRPF/Imposto de Renda de Pessoa Física;144;1
1,01318E+19;Conclusão-Remessa;29/09/2017;Causas Supervenientes à Sentença;1;0
1,01318E+19;Conclusão-Redistribuição;03/10/2017;Causas Supervenientes à Sentença;1;0
1,01318E+19;Conclusão-Petição;27/04/2018;Causas Supervenientes à Sentença;210;0
1,01318E+19;Conclusão-Petição;29/10/2019;Causas Supervenientes à Sentença;34;1
1,0134E+19;Conclusão-Remessa;06/10/2017;Contratos Bancários;11;0
1,0134E+19;Conclusão-Documento;26/10/2018;Contratos Bancários;24;0
1,0134E+19;Conclusão-Decurso de Prazo;23/04/2019;Contratos Bancários;63;0
1,0134E+19;Conclusão-Decurso de Prazo;30/10/2019;Contratos Bancários;33;0
1,0134E+19;Mero expediente;30/10/2019;Contratos Bancários;33;1
1,01363E+19;Conclusão-Remessa;06/10/2017;Causas Supervenientes à Sentença;38;0
1,01363E+19;Conclusão-Redistribuição;05/12/2017;Causas Supervenientes à Sentença;37;0
1,01363E+19;Conclusão-Petição;23/02/2018;Causas Supervenientes à Sentença;41;0
1,01363E+19;Conclusão-Petição;12/11/2018;Causas Supervenientes à Sentença;16;0
1,01363E+19;Conclusão-Decurso de Prazo;02/04/2019;Causas Supervenientes à Sentença;147;0
1,01363E+19;Ato ordinatorio;09/09/2019;Causas Supervenientes à Sentença;84;1
1,0101E+19;Conclusão-Remessa;02/10/2017;Causas Supervenientes à Sentença;1;0
1,0101E+19;Conclusão-Remessa;03/10/2017;Causas Supervenientes à Sentença;1;0
1,0101E+19;Conclusão-Petição;11/05/2018;Causas Supervenientes à Sentença;187;0
1,0101E+19;Conclusão-Petição;25/04/2019;Causas Supervenientes à Sentença;138;0
1,0101E+19;Conclusão-Petição;29/10/2019;Causas Supervenientes à Sentença;34;1
1,01344E+19;Conclusão-Mero expediente;05/10/2017;Causas Supervenientes à Sentença;125;0
1,01344E+19;Conclusão-Petição;22/03/2018;Causas Supervenientes à Sentença;63;0
1,01344E+19;Petição;09/09/2019;Causas Supervenientes à Sentença;84;1
1,01331E+19;Conclusão-Mero expediente;05/10/2017;Outros;4;0
1,01331E+19;Conclusão-Petição;17/11/2017;Outros;3;0
1,01331E+19;Conclusão-Decurso de Prazo;05/04/2018;Outros;53;0
1,01331E+19;Petição;18/09/2018;Outros;440;1
1,01318E+19;Conclusão-Remessa;02/10/2017;Causas Supervenientes à Sentença;1;0
1,01318E+19;Conclusão-Mero expediente;05/10/2017;Causas Supervenientes à Sentença;14;0
1,01318E+19;Conclusão-Petição;27/04/2018;Causas Supervenientes à Sentença;210;0
1,01318E+19;Conclusão-Petição;29/10/2019;Causas Supervenientes à Sentença;34;1
1,01344E+19;Conclusão-Remessa;04/10/2017;Causas Supervenientes à Sentença;1;0
1,01344E+19;Conclusão-Remessa;05/10/2017;Causas Supervenientes à Sentença;14;0
1,01344E+19;Conclusão-Petição;27/04/2018;Causas Supervenientes à Sentença;210;0
1,01344E+19;Conclusão-Petição;29/10/2019;Causas Supervenientes à Sentença;34;1
1,00081E+19;Conclusão-Documento;08/02/2017;Contratos Bancários;7;0
1,00081E+19;Conclusão-Documento;17/04/2017;Contratos Bancários;30;0
1,00081E+19;Conclusão-Documento;27/06/2017;Contratos Bancários;22;0
1,00081E+19;Conclusão-Petição;24/07/2017;Contratos Bancários;29;0
1,00081E+19;Conclusão-Documento;16/01/2018;Contratos Bancários;6;0
1,00081E+19;Conclusão-Decurso de Prazo;07/03/2018;Contratos Bancários;6;0
1,00081E+19;Conclusão-Petição;15/08/2018;Contratos Bancários;107;0
1,00081E+19;Decurso de Prazo;24/08/2019;Contratos Bancários;100;1
1,00282E+19;Conclusão-Recebimento;09/03/2018;Outros;117;0
1,00282E+19;Conclusão-Recebimento;27/05/2019;Outros;189;1
1,00487E+19;Conclusão-Remessa;12/03/2018;Outros;2;0
1,00487E+19;Conclusão-Decurso de Prazo;18/06/2018;Outros;17;0
1,00487E+19;Conclusão-Juntada;27/05/2019;Outros;63;0
1,00487E+19;Decurso de Prazo;03/09/2019;Outros;90;1
1,00289E+19;Conclusão-Documento;12/05/2017;PIS;4;0
1,00289E+19;Conclusão-Mandado;29/05/2017;PIS;4;0
1,00289E+19;Conclusão-Expedição de documento;14/03/2018;PIS;30;0
1,00289E+19;Conclusão-Petição;14/06/2018;PIS;236;0
1,00289E+19;Conclusão-Ato ordinatorio;05/02/2019;PIS;56;0
1,00289E+19;Petição;21/10/2019;PIS;42;1
1,00278E+19;Conclusão-Documento;05/05/2017;Inquérito / Processo / Recurso Administrativo;7;0
1,00278E+19;Conclusão-Petição;19/05/2017;Inquérito / Processo / Recurso Administrativo;4;0
1,00278E+19;Conclusão-Petição;24/05/2017;Inquérito / Processo / Recurso Administrativo;1;0
1,00278E+19;Conclusão-Documento;23/06/2017;Inquérito / Processo / Recurso Administrativo;3;0
1,00278E+19;Conclusão-Petição;27/03/2018;Inquérito / Processo / Recurso Administrativo;9;0
1,00278E+19;Conclusão-Mandado;19/04/2018;Inquérito / Processo / Recurso Administrativo;1;0
1,00278E+19;Decurso de Prazo;25/10/2019;Inquérito / Processo / Recurso Administrativo;38;1
1,01785E+19;Conclusão-Remessa;07/03/2018;Causas Supervenientes à Sentença;2;0
1,01785E+19;Conclusão-Redistribuição;14/03/2018;Causas Supervenientes à Sentença;63;0
1,01785E+19;Conclusão-Petição;03/09/2018;Causas Supervenientes à Sentença;53;0
1,01785E+19;Conclusão-Petição;29/10/2019;Causas Supervenientes à Sentença;34;1
1,00567E+19;Conclusão-Distribuição;20/06/2017;Outros;7;0
1,00567E+19;Conclusão-Decurso de Prazo;21/08/2018;Outros;258;0
1,00567E+19;Conclusão-Conclusão;06/05/2019;Outros;210;0
1,00567E+19;Ato ordinatorio;06/05/2019;Outros;210;1
1,00233E+19;Conclusão-Mudança de Classe Processual;08/03/2018;Causas Supervenientes à Sentença;5;0
1,00233E+19;Conclusão-Redistribuição;14/03/2018;Causas Supervenientes à Sentença;63;0
1,00233E+19;Conclusão-Petição;03/09/2018;Causas Supervenientes à Sentença;53;0
1,00233E+19;Conclusão-Remessa;14/02/2019;Causas Supervenientes à Sentença;1;0
1,00233E+19;Conclusão-Perempção, litispendência ou coisa julgada;12/06/2019;Causas Supervenientes à Sentença;2;0
1,00233E+19;Conclusão-Petição;26/08/2019;Causas Supervenientes à Sentença;3;0
1,00233E+19;Petição;30/10/2019;Causas Supervenientes à Sentença;33;1
1,01781E+19;Conclusão-Remessa;07/03/2018;Gratificações de Atividade;5;0
1,01781E+19;Conclusão-Documento;13/03/2018;Gratificações de Atividade;64;0
1,01781E+19;Conclusão-Expedição de documento;27/08/2018;Gratificações de Atividade;88;0
1,01781E+19;Conclusão-Mero expediente;14/02/2019;Gratificações de Atividade;1;0
1,01781E+19;Conclusão-Juntada;26/08/2019;Gratificações de Atividade;3;0
1,01781E+19;Petição;29/10/2019;Gratificações de Atividade;34;1
1,01602E+19;Conclusão-Documento;01/12/2017;Causas Supervenientes à Sentença;3;0
1,01602E+19;Conclusão-Redistribuição;11/12/2017;Causas Supervenientes à Sentença;1;0
1,01602E+19;Conclusão-Petição;13/03/2018;Causas Supervenientes à Sentença;70;0
1,01602E+19;Petição;01/07/2019;Causas Supervenientes à Sentença;154;1
1,00488E+19;Conclusão-Remessa;15/03/2018;Atualização de Conta;110;0
1,00488E+19;Conclusão-Juntada;27/05/2019;Atualização de Conta;32;0
1,00488E+19;Decurso de Prazo;23/08/2019;Atualização de Conta;101;1
1,00227E+19;Conclusão-Remessa;08/02/2018;Outros;8;0
1,00227E+19;Conclusão-Remessa;27/05/2019;Outros;189;1
1,0155E+19;Conclusão-Remessa;07/12/2017;Causas Supervenientes à Sentença;4;0
1,0155E+19;Conclusão-Remessa;11/12/2017;Causas Supervenientes à Sentença;1;0
1,0155E+19;Conclusão-Petição;03/05/2018;Causas Supervenientes à Sentença;195;0
1,0155E+19;Conclusão-Petição;29/10/2019;Causas Supervenientes à Sentença;34;1
1,00266E+19;Conclusão-Remessa;07/03/2018;Causas Supervenientes à Sentença;6;0
1,00266E+19;Conclusão-Redistribuição;14/03/2018;Causas Supervenientes à Sentença;69;0
1,00266E+19;Conclusão-Petição;06/02/2019;Causas Supervenientes à Sentença;133;0
1,00266E+19;Conclusão-Petição;29/10/2019;Causas Supervenientes à Sentença;34;0
1,00266E+19;Mero expediente;29/10/2019;Causas Supervenientes à Sentença;34;1
1,01731E+19;Conclusão-Remessa;01/12/2017;Causas Supervenientes à Sentença;3;0
1,01731E+19;Conclusão-Redistribuição;11/12/2017;Causas Supervenientes à Sentença;1;0
1,01731E+19;Conclusão-Petição;11/06/2018;Causas Supervenientes à Sentença;165;0
1,01731E+19;Conclusão-Remessa;21/02/2019;Causas Supervenientes à Sentença;1;0
1,01731E+19;Conclusão-Juntada;26/08/2019;Causas Supervenientes à Sentença;3;0
1,01731E+19;Petição;20/09/2019;Causas Supervenientes à Sentença;73;1
1,00267E+19;Conclusão-Remessa;08/02/2018;Inscrição / Documentação;25;0
1,00267E+19;Conclusão-Decurso de Prazo;18/06/2018;Inscrição / Documentação;3;0
1,00267E+19;Conclusão-Juntada;27/05/2019;Inscrição / Documentação;115;0
1,00267E+19;Petição;04/10/2019;Inscrição / Documentação;59;1
1,01822E+19;Conclusão-Remessa;14/12/2017;Outros;1;0
1,01822E+19;Conclusão-Decurso de Prazo;19/06/2018;Outros;220;0
1,01822E+19;Conclusão-Decurso de Prazo;03/05/2019;Outros;139;0
1,01585E+19;Conclusão-Remessa;04/12/2017;Gratificações de Atividade;1;0
1,01585E+19;Conclusão-Redistribuição;13/12/2017;Gratificações de Atividade;2;0
1,01585E+19;Conclusão-Decurso de Prazo;14/03/2018;Gratificações de Atividade;70;0
1,01585E+19;Decurso de Prazo;17/06/2019;Gratificações de Atividade;168;1
1,01377E+19;Conclusão-Remessa;10/10/2017;Convênio;1;0
1,01377E+19;Conclusão-Expedição de documento;19/10/2017;Convênio;8;0
1,01377E+19;Conclusão-Decurso de Prazo;08/02/2018;Convênio;15;0
1,01377E+19;Conclusão-Decurso de Prazo;14/03/2018;Convênio;1;0
1,01377E+19;Conclusão-Decurso de Prazo;21/06/2018;Convênio;379;0
1,01377E+19;Petição;01/11/2019;Convênio;31;1
1,00385E+19;Conclusão-Distribuição;02/06/2017;FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério;6;0
1,00385E+19;Conclusão-Decurso de Prazo;14/03/2018;FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério;68;0
1,00385E+19;Petição;13/06/2019;FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério;172;1
1,01961E+19;Conclusão-Remessa;11/01/2018;ICMS/ Imposto sobre Circulação de Mercadorias;8;0
1,01961E+19;Conclusão-Petição;21/06/2018;ICMS/ Imposto sobre Circulação de Mercadorias;39;0
1,01961E+19;Conclusão-Decurso de Prazo;13/11/2018;ICMS/ Imposto sobre Circulação de Mercadorias;10;0
1,01961E+19;Conclusão-Ato ordinatorio;23/11/2018;ICMS/ Imposto sobre Circulação de Mercadorias;67;0
1,01961E+19;Decurso de Prazo;04/07/2019;ICMS/ Imposto sobre Circulação de Mercadorias;151;1
1,00541E+19;Conclusão-Distribuição;14/06/2017;Alienação Fiduciária;2;0
1,00541E+19;Conclusão-Petição;10/07/2017;Alienação Fiduciária;3;0
1,00541E+19;Conclusão-Decurso de Prazo;14/03/2018;Alienação Fiduciária;1;0
1,00541E+19;Petição;11/09/2019;Alienação Fiduciária;82;1
1,00354E+19;Conclusão-Documento;26/02/2018;Outros;12;0
1,00354E+19;Conclusão-Remessa;14/03/2018;Outros;2;0
1,00354E+19;Conclusão-Petição;28/08/2018;Outros;147;0
1,00354E+19;Conclusão-Petição;22/04/2019;Outros;224;1
1,00511E+19;Conclusão-Recebimento;14/03/2018;Outros;2;0
1,00511E+19;Conclusão-Decurso de Prazo;23/08/2018;Outros;5;0
1,00511E+19;Conclusão-Juntada;16/05/2019;Outros;29;0
1,00511E+19;Expedição de documento;16/10/2019;Outros;47;1
1,00468E+19;Conclusão-Recebimento;08/03/2018;ICMS/ Imposto sobre Circulação de Mercadorias;6;0
1,00468E+19;Conclusão-Decurso de Prazo;27/05/2019;ICMS/ Imposto sobre Circulação de Mercadorias;28;0
